Date,tx_count,active_addresses,tx_volume_usd,hash_rate
2013-01-13,49441,40542,3068670.793,19.70739029
2013-01-14,44560,33866,3163708.913,24.87654185
2013-01-15,45022,46471,4676128.541,20.51507022
2013-01-16,53629,45758,4533463.481,19.86892628
2013-01-17,48100,42864,4694768.664,19.86892628
2013-01-18,49139,43006,4660661.62,20.19199825
2013-01-19,56170,37727,3205049.271,22.77657403
2013-01-20,41371,35085,3097011.212,21.32275015
2013-01-21,40441,33381,4418285.352,23.58425396
2013-01-22,43752,38013,6762169.565,20.67660621
2013-01-23,46678,36638,9460039.176,21.64582213
2013-01-24,46221,39848,8413903.552,23.90732593
2013-01-25,48511,38998,7889949.926,20.51342849
2013-01-26,52366,41077,5414990.701,22.13679333
2013-01-27,55413,40829,6237419.324,22.43195058
2013-01-28,52180,41953,7710023.533,21.84163609
2013-01-29,51703,41048,12740618,23.9077368
2013-01-30,41219,34666,9874531.071,21.39890022
2013-01-31,51633,37431,11146245.92,28.03993822
2013-02-01,59382,49764,10139244.71,22.5795292
2013-02-02,54465,42923,7187712.231,23.76015818
2013-02-03,61164,43416,5793496.258,24.35047267
2013-02-04,55005,42775,5880058.193,25.97383751
2013-02-05,53420,47429,8387390.402,28.00576717
2013-02-06,42555,41276,7796247.712,25.07493108
2013-02-07,61237,44492,7071220.356,24.09798571
2013-02-08,60921,44976,6338076.523,24.74928262
2013-02-09,57750,42569,5865202.849,22.14409498
2013-02-10,56443,45056,4780495.078,26.70317335
2013-02-11,57594,39656,5943730.665,25.88905221
2013-02-12,58551,40824,8826126.276,23.28386457
2013-02-13,59090,40623,8044500.239,25.56340376
2013-02-14,50928,38823,8512360.822,26.70317335
2013-02-15,55647,38769,8592939.38,28.65706409
2013-02-16,51433,37997,6259792.262,30.77377905
2013-02-17,49635,36995,7717316.988,30.28530636
2013-02-18,50374,38461,7646977.183,29.22033639
2013-02-19,54519,39820,8199600.196,30.12780025
2013-02-20,59748,39704,10090733.34,31.39824966
2013-02-21,55916,41331,8578368.877,35.7540762
2013-02-22,62171,43738,10131873.14,29.22033639
2013-02-23,57886,41790,9807361.091,29.40182916
2013-02-24,57164,42055,9869437.608,29.7648147
2013-02-25,67144,44281,11846605,35.39109065
2013-02-26,63438,46081,9923408.742,28.13137975
2013-02-27,60949,42868,8976214.848,36.84303283
2013-02-28,63021,46076,12936089.05,31.03526411
2013-03-01,64535,49555,9654317.55,34.30627041
2013-03-02,55825,38118,9160939.28,32.56924406
2013-03-03,54459,35819,5271173.977,33.00350064
2013-03-04,64044,41993,11675055.16,37.9974514
2013-03-05,56868,45962,11927470.12,32.56924406
2013-03-06,62760,53581,19081274.21,35.17478358
2013-03-07,66770,50988,16399668.34,33.00350064
2013-03-08,55857,45918,10922783.56,31.70073088
2013-03-09,55546,41221,8915134.077,36.91180993
2013-03-10,73844,46473,9528877.482,40.16873434
2013-03-11,59289,41067,10672432.33,40.38586263
2013-03-12,48484,44677,15280493.58,25.62113866
2013-03-13,56690,51534,14174861.07,33.43775723
2013-03-14,58069,47665,12870446.91,44.58090169
2013-03-15,62776,51708,12840375.29,40.96623399
2013-03-16,34187,40333,8217603.023,42.41210107
2013-03-17,35348,41231,7725178.083,48.91850294
2013-03-18,43485,46404,11763367.86,43.13503461
2013-03-19,46108,52413,18743437.91,47.47263586
2013-03-20,46276,49801,18591990.08,45.06285739
2013-03-21,55564,52089,25495028.91,53.73805988
2013-03-22,60584,58133,21781825.38,54.22001557
2013-03-23,52914,50305,17212923.9,50.60534787
2013-03-24,51335,57217,12707910.03,72.22873859
2013-03-25,48993,52660,24754704.6,45.26778087
2013-03-26,49061,58296,20391880.63,51.92480746
2013-03-27,53207,58532,22437948.42,41.93926757
2013-03-28,60989,65989,32555115.47,59.58038805
2013-03-29,62259,66780,27287140.43,60.57894204
2013-03-30,59196,60965,20775826.02,55.25332076
2013-03-31,43986,48515,14592672.35,52.25765879
2013-04-01,52770,57955,28568627.11,72.56158992
2013-04-02,63276,72700,42571232.94,58.24898273
2013-04-03,63941,87142,56765752.05,59.24753672
2013-04-04,66892,86454,39009663.9,53.25621278
2013-04-05,61373,84264,35524194.73,54.92547287
2013-04-06,51718,63661,28360358.26,64.07971834
2013-04-07,63541,62954,26995427.97,61.79115697
2013-04-08,61680,94011,59180982.52,64.46114524
2013-04-09,66979,91121,86872978.89,64.07971834
2013-04-10,63881,106348,138536986,70.18254866
2013-04-11,68407,96628,96431386.74,62.55401076
2013-04-12,58690,81347,57698469.57,65.98685282
2013-04-13,53517,68259,28158775.77,60.64687629
2013-04-14,55471,57893,20480491.37,62.17258387
2013-04-15,54496,84240,32239647.27,61.02830318
2013-04-16,67785,81694,36897674.79,69.80112177
2013-04-17,56706,86804,24266568.96,74.50115066
2013-04-18,46631,66435,23973587.38,72.71669197
2013-04-19,59528,86659,26871098.8,55.76433433
2013-04-20,48302,62602,21863000.59,64.68662782
2013-04-21,44224,58843,22176330.93,77.62395339
2013-04-22,47194,78066,20874218.56,72.27057729
2013-04-23,61668,78421,24914192.36,70.93223327
2013-04-24,65023,81580,40114557.77,78.07006806
2013-04-25,62566,76058,46028218.17,70.93223327
2013-04-26,55264,72592,34790679.91,76.73172404
2013-04-27,44369,65463,34771447.63,70.93223327
2013-04-28,41879,104608,17955087.56,74.50115066
2013-04-29,51776,73560,49332354.04,80.74675611
2013-04-30,47599,58629,33042882.98,74.63339018
2013-05-01,55327,67962,41742164.01,70.62622829
2013-05-02,55429,65415,38699867.31,72.128914
2013-05-03,51180,64825,33276879.87,73.63159971
2013-05-04,50493,,18759073.15,77.13786636
2013-05-05,50332,57862,22906377.14,77.13786636
2013-05-06,53340,69183,36472732.25,81.64592348
2013-05-07,56735,94788,49746762.56,88.15756155
2013-05-08,50439,87495,38427301.49,81.64592348
2013-05-09,66774,69602,20597160.85,83.14860919
2013-05-10,67881,71443,25122024.53,83.64950443
2013-05-11,73402,66176,26547866.5,87.65666632
2013-05-12,65428,58799,34487421.95,89.15935203
2013-05-13,60998,69374,37719731.59,100.1018853
2013-05-14,66470,69012,31242269.82,81.74987297
2013-05-15,64171,68388,30012376.39,81.74987297
2013-05-16,61158,68536,26500939.87,80.6376298
2013-05-17,58731,61929,28978977.02,89.53557516
2013-05-18,52215,55552,23212536.8,81.74987297
2013-05-19,47820,51697,16608941.78,85.64272406
2013-05-20,48821,57600,17553401.66,76.74477871
2013-05-21,53942,67890,23413718.84,82.86211614
2013-05-22,51990,61102,19881349.33,92.31618308
2013-05-23,59789,68378,21005494.57,89.53557516
2013-05-24,55401,68107,29787153.35,90.09169674
2013-05-25,51280,53317,27941855.97,103.9136922
2013-05-26,40722,53395,10298726.74,97.26804906
2013-05-27,52758,59658,23553265.96,103.9136922
2013-05-28,57070,61517,26008344.7,97.87219843
2013-05-29,55060,64923,26668241.42,101.4970947
2013-05-30,57426,63472,28801875.22,102.101244
2013-05-31,54346,61670,17736377.88,112.3717834
2013-06-01,54311,55356,14773291.61,119.6215759
2013-06-02,49947,51180,19558760.67,123.2464721
2013-06-03,55874,63443,34314504.48,126.267219
2013-06-04,57622,64541,25633677.25,126.8713683
2013-06-05,56560,65079,22266326.06,156.7035621
2013-06-06,54638,60676,25643113.11,138.0853171
2013-06-07,52188,59933,27631739.59,124.8973935
2013-06-08,48218,47541,16298459.15,130.327715
2013-06-09,44471,45478,28246005.54,129.5519548
2013-06-10,45000,50635,17884305.08,139.6368375
2013-06-11,49663,56360,18306244.09,136.5337967
2013-06-12,45907,52892,20600672.55,155.1520417
2013-06-13,43193,55259,18005988.17,149.7217202
2013-06-14,50172,63694,21746458.5,133.4307558
2013-06-15,35826,43528,12809019.42,136.5337967
2013-06-16,42966,39659,14081327.15,145.067159
2013-06-17,45943,47538,15166943.19,148.0494004
2013-06-18,46017,51399,17821512.11,140.3585225
2013-06-19,47031,57558,15169424.78,120.1699679
2013-06-20,52515,54098,19205666.13,140.3585225
2013-06-21,47027,55870,22223940.2,166.3152356
2013-06-22,44594,47672,14097403.44,165.3538758
2013-06-23,38507,40871,13794566.99,169.1993148
2013-06-24,44245,52722,20120327.29,137.4744433
2013-06-25,44629,50043,16211830.59,142.281242
2013-06-26,45627,54144,17619939.66,181.6969915
2013-06-27,46128,50989,15700972.17,159.5857174
2013-06-28,49552,56602,20181807.97,161.5084369
2013-06-29,36545,50788,12221304.29,170.754179
2013-06-30,30953,41358,11538317.42,173.9359339
2013-07-01,39128,56374,28614923.47,162.2694993
2013-07-02,39650,51868,18873173.3,166.5118392
2013-07-03,35531,55754,27872927.95,185.6023685
2013-07-04,35292,50059,29170884.38,180.2994437
2013-07-05,37037,50395,27315081.33,187.7235384
2013-07-06,33372,42492,15317566,199.389973
2013-07-07,30356,38512,11116344.29,198.3293881
2013-07-08,39629,52297,17207628.94,197.2688031
2013-07-09,40832,55509,29408339.59,213.1775775
2013-07-10,39238,54321,23667763.91,181.3600287
2013-07-11,43434,61548,24174838.68,249.7082121
2013-07-12,48260,66681,25353409.49,214.5929947
2013-07-13,37970,50760,28714852.13,196.3851043
2013-07-14,34933,38901,14638249.54,211.9918675
2013-07-15,36754,49774,16719767.82,222.3963764
2013-07-16,39392,55925,26104344.76,213.2924311
2013-07-17,40643,53170,38028076.66,219.7952492
2013-07-18,41170,52109,45562008.06,223.69694
2013-07-19,36759,50353,17127338.12,219.7952492
2013-07-20,33702,42223,15815772.75,243.205394
2013-07-21,35456,42370,14537429.87,253.6099029
2013-07-22,39979,50290,20918660.23,279.6825502
2013-07-23,38432,53996,30784945.29,225.2998321
2013-07-24,42361,54327,22809377.44,239.2839596
2013-07-25,42530,54353,19284298.44,212.8694965
2013-07-26,36622,51523,24142953.77,276.5749663
2013-07-27,37643,41923,12125392.58,256.375671
2013-07-28,37302,40133,13146639.85,275.0211744
2013-07-29,41812,56108,19512270.07,257.929463
2013-07-30,42133,58704,22946719.51,287.4515099
2013-07-31,49524,66141,27060972.52,309.2045972
2013-08-01,50904,103351,26303015.53,287.4515099
2013-08-02,51681,64646,20028291.03,295.2204697
2013-08-03,45746,49767,24263377.32,332.7260031
2013-08-04,42946,46551,15038161.56,317.8555672
2013-08-05,51001,62137,24632790.91,356.8904615
2013-08-06,54369,61187,16981470.33,351.314048
2013-08-07,57606,64954,20576008.02,327.1495897
2013-08-08,58022,60891,19763768,375.4785063
2013-08-09,49658,54319,15936869.25,386.6313333
2013-08-10,51695,51094,14149289.95,369.9020929
2013-08-11,38422,43353,13620398.14,397.7841602
2013-08-12,50228,88571,28236353.06,425.6662275
2013-08-13,53080,61005,37139674.51,484.9527656
2013-08-14,51660,64243,26932215.91,388.9725307
2013-08-15,58129,64588,32967747.53,421.8078742
2013-08-16,71119,69111,15509101.43,434.4368525
2013-08-17,56546,51598,11567741.55,472.3237873
2013-08-18,56397,47444,10721386.2,497.5817439
2013-08-19,71314,69236,25510730.12,449.5916264
2013-08-20,63228,67419,28188708.57,457.1690134
2013-08-21,60531,69302,26631938.83,520.3139047
2013-08-22,66812,72393,20242259.49,525.365496
2013-08-23,55195,63359,19489988.33,543.0460656
2013-08-24,51817,52996,15468037.87,607.9322986
2013-08-25,44447,48353,11580051.47,467.3888102
2013-08-26,56093,62217,20764666.36,532.7578746
2013-08-27,62187,72059,24504798.6,562.1739535
2013-08-28,64747,73597,25946328.05,545.8316874
2013-08-29,58992,65094,27764452.11,647.1537372
2013-08-30,62603,75212,23506130.7,634.0799243
2013-08-31,47505,77866,19664985.83,702.7174419
2013-09-01,46598,47233,19979295.03,725.5966144
2013-09-02,51266,52321,23438479.98,768.0865063
2013-09-03,52163,57454,29670308.82,604.6638454
2013-09-04,52979,62447,24239284.92,751.934693
2013-09-05,60730,59898,22083379.92,704.3985918
2013-09-06,60850,58464,21535610.71,821.0781131
2013-09-07,51967,50956,13258661.2,704.3985918
2013-09-08,46452,44651,10702865.78,643.8980992
2013-09-09,57676,56478,20087127.67,834.0425044
2013-09-10,53283,55495,17038518.08,803.7922581
2013-09-11,49210,61906,17820363.92,868.6142144
2013-09-12,52300,63265,20483287.41,898.8644606
2013-09-13,44834,57481,17861321.11,907.5073882
2013-09-14,43560,45429,18314128.83,933.4361707
2013-09-15,53672,44238,12519071.73,1024.579581
2013-09-16,51885,57572,20658700.07,946.1964433
2013-09-17,67931,60864,18133674.49,990.9868074
2013-09-18,60551,64710,26632784.61,845.4181239
2013-09-19,59815,67276,30928857.34,1091.765127
2013-09-20,58994,66115,23500268.53,1080.567536
2013-09-21,52498,55887,14110021.16,1046.974763
2013-09-22,50903,51054,16575376.18,1153.351878
2013-09-23,65328,67019,24401455.31,1237.33381
2013-09-24,62592,65926,36214037.76,1125.3579
2013-09-25,54548,64982,26276165.79,1583.138305
2013-09-26,57545,65886,21573920.18,1265.031076
2013-09-27,46920,64406,22410727.75,1302.020289
2013-09-28,42580,56523,16802181.54,1265.031076
2013-09-29,41181,56535,19689250.5,1242.837548
2013-09-30,47156,67081,24525108.16,1213.246178
2013-10-01,57171,73655,39488055.17,1449.977139
2013-10-02,61964,77728,102121055.2,1279.826761
2013-10-03,59551,66403,26481139.33,1538.75125
2013-10-04,51940,63208,21042820.09,1316.815974
2013-10-05,45479,51842,12921875.14,1560.944778
2013-10-06,42857,49517,12167031.18,1900.662831
2013-10-07,44547,62040,25523267.78,1439.610956
2013-10-08,45461,64024,25618697.25,1467.838622
2013-10-09,50343,67064,24302906.45,1721.887615
2013-10-10,56853,67237,20037603.32,1834.798278
2013-10-11,51922,65117,23299405.79,1665.432283
2013-10-12,49474,55313,21332823.02,1853.616722
2013-10-13,51304,66517,20819731.6,2154.711824
2013-10-14,57452,68679,24549525.32,2427.57926
2013-10-15,55826,71738,29174820.68,2333.487041
2013-10-16,50826,77361,38495740.51,2914.669379
2013-10-17,46870,65903,22083451.18,2382.309675
2013-10-18,59661,70030,32380709.6,2302.45572
2013-10-19,55311,74510,35631204.06,2914.669379
2013-10-20,49418,61813,26283994.76,2874.742402
2013-10-21,60451,79056,45130742.71,2675.107513
2013-10-22,65048,91759,72280349.76,3313.939157
2013-10-23,55314,87018,53699329.53,2808.197439
2013-10-24,63634,89418,48309742.45,2781.579453
2013-10-25,57471,80608,74562499.07,3194.158224
2013-10-26,47747,60631,41354887.09,3867.201912
2013-10-27,43691,54721,21552615.63,3439.672053
2013-10-28,51104,68820,25090013.21,3478.538404
2013-10-29,49930,70371,60137292.96,3051.008544
2013-10-30,48446,78591,41459753.2,3808.902386
2013-10-31,58181,79243,33743432.97,4061.533667
2013-11-01,45371,71947,31016030.59,3692.303333
2013-11-02,39181,65176,25419216.72,4216.99907
2013-11-03,35947,65338,28374024.73,3808.902386
2013-11-04,45523,83348,64993095.26,3886.635088
2013-11-05,51597,97335,69466776.94,3303.639825
2013-11-06,55008,97369,57841201.75,4114.549716
2013-11-07,60535,109301,101676444.8,3911.362076
2013-11-08,59223,106680,84025575.97,3377.99452
2013-11-09,55204,106130,91757980.44,3606.580615
2013-11-10,57538,95024,79606006.92,4266.940446
2013-11-11,57405,88300,75892934.25,4952.698733
2013-11-12,58307,98250,84782569.98,4800.308002
2013-11-13,64870,101388,93851670.68,4774.909547
2013-11-14,69413,112531,117753152.1,4292.338902
2013-11-15,60914,102176,109938390,4139.948171
2013-11-16,47175,88478,87621546.64,4978.097188
2013-11-17,51323,89325,99644137.78,5847.426832
2013-11-18,79032,140360,174959547.7,4968.79793
2013-11-19,92907,170557,266451961.8,4696.119995
2013-11-20,77558,139562,204343026.2,4938.500381
2013-11-21,71822,128839,170075480,4484.037156
2013-11-22,76947,137706,473974150.5,5029.393026
2013-11-23,72545,130687,181970733.7,4908.202833
2013-11-24,60861,102145,188036653.9,5211.178317
2013-11-25,71793,121251,165732629,5453.558703
2013-11-26,83383,153552,268593695.2,4968.79793
2013-11-27,95531,170801,321815418.4,5029.393026
2013-11-28,98921,174633,363208192.7,5514.1538
2013-11-29,90084,162274,359840236.7,6505.60945
2013-11-30,73890,138750,227163323.7,5626.473038
2013-12-01,73442,136377,355766251.8,6857.264015
2013-12-02,75570,146063,195704481,5731.969408
2013-12-03,77667,148813,215887486.1,6681.436733
2013-12-04,79624,154055,212523661.8,6224.285799
2013-12-05,83283,157285,402028213.7,6013.29306
2013-12-06,72099,142973,284439322.1,7419.911319
2013-12-07,67712,129059,241473430.3,6751.767646
2013-12-08,47477,95435,126259468.9,6294.616711
2013-12-09,63625,136327,116881958.5,6857.264015
2013-12-10,67623,128426,163670534.1,9076.027624
2013-12-11,67305,127804,241606305.7,7134.389874
2013-12-12,58219,111331,98421124.86,7495.624804
2013-12-13,60059,121972,110334247.1,7495.624804
2013-12-14,54113,111422,114310827.1,9030.873258
2013-12-15,52308,106045,88826641.72,8037.4772
2013-12-16,69382,145742,444771086.3,8714.792694
2013-12-17,67740,133831,161101433.4,8895.410159
2013-12-18,81510,152236,282451158.3,9482.416921
2013-12-19,70278,134046,149408524.7,9753.343119
2013-12-20,65083,118892,131545223,9121.181991
2013-12-21,56083,107061,178333334.4,9568.753703
2013-12-22,52897,99505,109257241.8,9744.865734
2013-12-23,54267,132256,81488344.38,9333.937661
2013-12-24,55865,114065,205460463.1,9744.865734
2013-12-25,55428,113223,148718991.1,10097.0898
2013-12-26,51276,106343,77865792.04,10508.01787
2013-12-27,52674,110058,85510204.92,10273.20183
2013-12-28,48009,95057,61648322.93,9627.457713
2013-12-29,51325,94132,60899688.16,8805.601567
2013-12-30,55613,133540,85541698.73,11388.57803
2013-12-31,48847,100706,80763142.78,9920.977766
2014-01-01,43070,85153,77843370.53,11740.80209
2014-01-02,54770,114151,86309079.62,10294.91152
2014-01-03,60980,122070,161918907.2,11493.6341
2014-01-04,52052,99666,126625054.3,10435.93771
2014-01-05,58662,114078,172738310.8,12692.35667
2014-01-06,67358,151592,144716723,12480.81739
2014-01-07,62911,121168,113180961.7,13185.94832
2014-01-08,61439,128008,112592821,13891.07925
2014-01-09,59031,116570,77416828.64,12762.86976
2014-01-10,54166,108863,69664238.48,14243.64471
2014-01-11,55856,111256,100195801.7,14596.21017
2014-01-12,50537,100294,76762481.56,13397.4876
2014-01-13,53461,133710,87836526.46,18058.64887
2014-01-14,57378,110009,105281039.9,13699.66466
2014-01-15,61612,115651,90836024.37,15211.96531
2014-01-16,56703,108455,99205596.07,17791.77229
2014-01-17,59026,113841,72701457.82,13610.7058
2014-01-18,51573,92393,44709071.9,14500.29442
2014-01-19,48005,95238,62633068.19,16368.43051
2014-01-20,63003,152042,98268960.52,16279.47165
2014-01-21,72577,137213,117102944.2,15300.92417
2014-01-22,65835,132174,84908680.73,16902.18368
2014-01-23,63576,124504,98429094.98,15834.67734
2014-01-24,65600,123371,115155807,21375.12675
2014-01-25,53864,107992,76248366.98,16903.79922
2014-01-26,53582,109747,78876091.12,17449.08306
2014-01-27,64374,151306,139043513.3,17558.13983
2014-01-28,65762,134406,92403529.62,18103.42368
2014-01-29,59682,122232,58745577.87,17230.96953
2014-01-30,60799,131665,85333706.43,17449.08306
2014-01-31,60269,131259,53462122.81,20066.44552
2014-02-01,54838,120110,59910464.28,21484.18352
2014-02-02,52483,115532,53548081.58,19412.10491
2014-02-03,57600,151697,58007176.09,21157.01322
2014-02-04,69799,146783,103917131.6,18430.59399
2014-02-05,67529,134434,181575810,22283.13349
2014-02-06,70160,143631,123566292.9,21761.8906
2014-02-07,70514,142073,120236380.6,21501.26916
2014-02-08,65009,128846,67458967.21,22804.37638
2014-02-09,56579,110355,54202147.07,19676.91905
2014-02-10,66850,152323,107985243.6,19937.54049
2014-02-11,67229,129779,105767107,21761.8906
2014-02-12,62126,124023,76056022.4,21761.8906
2014-02-13,67339,129640,70396510.77,23455.92999
2014-02-14,74889,144009,81723859.77,24889.34793
2014-02-15,61896,128245,75622687.51,23455.92999
2014-02-16,57531,107390,81237156.26,25149.96938
2014-02-17,60853,148093,65499644.68,25824.93977
2014-02-18,65408,132286,84604203.21,25980.5117
2014-02-19,70142,154079,60748872.19,29714.23793
2014-02-20,71144,159785,78380391.31,26602.7994
2014-02-21,69390,156400,59817750.23,26136.08362
2014-02-22,58549,134765,57450119.87,25513.79592
2014-02-23,60198,144957,63406763.32,28314.09059
2014-02-24,73796,193162,114706955.9,28314.09059
2014-02-25,80082,183668,172490507,26447.22748
2014-02-26,71897,166942,106069425.8,28158.51867
2014-02-27,72138,162312,75988047.62,28314.09059
2014-02-28,70290,145370,100891450.5,35659.96387
2014-03-01,63402,153084,60619995.2,28072.73751
2014-03-02,56635,134483,42955717.86,28262.41817
2014-03-03,81264,207617,115850973.3,26934.65356
2014-03-04,84600,201000,152170067.3,26365.61158
2014-03-05,72392,172202,94093295.4,30538.58608
2014-03-06,70527,169426,86461456.68,30728.26674
2014-03-07,72345,156936,712235470.9,31676.67003
2014-03-08,64590,149419,345963138.1,33194.1153
2014-03-09,62161,149990,249444382.9,31107.62805
2014-03-10,70884,171342,265483540,31297.30871
2014-03-11,76204,155145,283422871.9,31866.35069
2014-03-12,76339,166882,244569233.4,31866.35069
2014-03-13,72805,163734,341492216.5,35706.23191
2014-03-14,70615,135298,137511409,29367.84755
2014-03-15,60308,120614,130166783.3,36973.90879
2014-03-16,59332,120423,39898499.69,33382.15765
2014-03-17,66396,162111,62461814.02,37607.74722
2014-03-18,54142,118351,65174551.68,30635.52442
2014-03-19,73804,141597,87468236.8,32748.31921
2014-03-20,71002,136364,83446409.27,35283.67296
2014-03-21,73091,157457,82398783.11,38241.58566
2014-03-22,66673,135217,44627747.97,37185.18827
2014-03-23,57811,126956,27245711.79,43312.29315
2014-03-24,70983,169414,60197195.46,42044.61628
2014-03-25,71883,143947,50772781.94,37582.75087
2014-03-26,68315,146839,65458438.67,39324.9976
2014-03-27,71719,160637,114412570.1,41565.02911
2014-03-28,67079,158001,91049787.68,45547.30735
2014-03-29,53250,127427,31843525.85,42560.59867
2014-03-30,56467,147993,52643399.47,37084.96609
2014-03-31,65448,148468,71079858.97,41813.9215
2014-04-01,64136,155429,59911894.15,44551.73779
2014-04-02,66862,153963,82018995.86,46045.09213
2014-04-03,67075,125717,73522086.58,51769.6171
2014-04-04,65692,154707,62248166.31,50027.37037
2014-04-05,55795,131344,63135739.3,54454.16888
2014-04-06,50010,167245,45021815.6,43198.27922
2014-04-07,65810,136394,42954792.99,44415.13216
2014-04-08,67841,142384,53185889.49,47457.2645
2014-04-09,65153,153632,71856258.7,44110.91892
2014-04-10,68027,159374,132057241.2,53237.31594
2014-04-11,65732,148338,70033319.33,45327.77186
2014-04-12,47740,112455,29136928.97,48674.11743
2014-04-13,51168,156895,28806339.82,60538.43356
2014-04-14,70219,158066,53651196.62,55366.80858
2014-04-15,72809,156359,67377948.66,59321.58062
2014-04-16,68594,149841,123565545.3,45327.77186
2014-04-17,65190,131868,68331434.6,60364.10607
2014-04-18,56996,128648,44139392.8,54119.54337
2014-04-19,53515,118692,31411123.76,56547.98442
2014-04-20,49043,147204,38121047.53,58976.42547
2014-04-21,58110,121759,80798547.84,61404.86652
2014-04-22,78042,162297,53052667.4,53425.70307
2014-04-23,73954,135242,70905664.86,60711.02622
2014-04-24,72694,135134,51385613.76,50997.26202
2014-04-25,72650,154706,75577342.25,56894.90457
2014-04-26,52175,114923,34464788.04,61751.78667
2014-04-27,52629,148161,37055569.22,57935.66502
2014-04-28,64546,146280,53641615.5,57588.74487
2014-04-29,65038,141443,60780936.99,54813.38367
2014-04-30,63657,138804,39607937.15,58067.92463
2014-05-01,59658,132989,42193768.15,66817.88587
2014-05-02,59981,122570,47711118.36,67613.3369
2014-05-03,54157,98010,28797242.9,57272.47361
2014-05-04,51769,136682,26489955.06,60454.27769
2014-05-05,67763,126823,35339125.35,49715.68889
2014-05-06,77228,144318,38075678.54,73976.94507
2014-05-07,69825,139545,56580092.33,64829.25832
2014-05-08,68937,140028,43378112.45,62045.17974
2014-05-09,66293,136384,36974863.99,66022.43485
2014-05-10,56416,115894,25665577.69,70397.41547
2014-05-11,52590,145663,26386529.48,66022.43485
2014-05-12,74418,128562,44263879.72,69096.59676
2014-05-13,69357,126152,37797226.24,74817.97102
2014-05-14,69808,136797,57822343.6,66015.85678
2014-05-15,74893,149729,47037640.57,73057.54817
2014-05-16,65433,123629,33417716.94,80099.23956
2014-05-17,53511,109902,25006216.07,80539.34527
2014-05-18,49912,151253,26349415.3,67776.27963
2014-05-19,64094,137175,57202469.51,77898.711
2014-05-20,71520,162024,71346674.63,78778.92242
2014-05-21,68905,131323,51208384.13,78338.81671
2014-05-22,73343,137973,58329636.59,73497.65388
2014-05-23,72810,150893,73534768.84,69536.70248
2014-05-24,52872,103212,176966615.7,87319.1201
2014-05-25,57566,165704,83279403.1,78483.25676
2014-05-26,67007,143041,65562631.04,87838.87677
2014-05-27,68524,150775,104251120.9,67048.61008
2014-05-28,72338,156184,58855895.54,91996.9301
2014-05-29,65362,145139,47106045.44,68088.12341
2014-05-30,65127,127995,74086890.87,84720.33676
2014-05-31,52172,123644,52258939.94,79003.01342
2014-06-01,55222,167932,71009428.31,93036.44344
2014-06-02,64434,149237,76403224.39,93036.44344
2014-06-03,69655,160756,74496615.42,97714.25344
2014-06-04,65094,148353,78766326.97,95115.47011
2014-06-05,66945,154509,71548818.33,75364.71675
2014-06-06,62342,143645,69799063.69,86494.36212
2014-06-07,51210,120890,40993120.45,89416.46895
2014-06-08,48308,153210,39217473.12,87663.20486
2014-06-09,59875,137265,59474225.28,79481.30574
2014-06-10,63316,146486,108092776.4,103442.5817
2014-06-11,62827,145154,95817529.33,85325.51939
2014-06-12,64744,146361,532526895.7,90585.31168
2014-06-13,64739,146417,64309203.81,98182.78944
2014-06-14,53596,128268,53112540.89,102858.1604
2014-06-15,53916,156625,34063836.89,108702.374
2014-06-16,68262,151411,62982278.18,118637.5372
2014-06-17,70077,161493,53293447.39,104027.0031
2014-06-18,63888,144626,56348819.65,113768.8429
2014-06-19,62454,132614,53770869.48,101053.5016
2014-06-20,57381,133214,47161955.54,123807.2702
2014-06-21,51173,130125,35550625.67,126484.1841
2014-06-22,50104,163514,35527766.14,129161.0981
2014-06-23,60216,136813,94094872.67,105738.101
2014-06-24,64883,148534,116200207,132507.2405
2014-06-25,64397,150394,63293597.37,124476.4987
2014-06-26,61432,136793,64273603.16,114438.0713
2014-06-27,62966,144281,53708388.22,125145.7271
2014-06-28,54392,119637,36665604.36,125145.7271
2014-06-29,49922,155427,36235179.77,145472.7434
2014-06-30,69403,153158,63072137.37,104506.2812
2014-07-01,69443,157472,105403469.2,115374.9344
2014-07-02,66728,152173,72805612.12,116210.9847
2014-07-03,62849,135992,69016248.34,111194.6832
2014-07-04,59494,122293,46501912.4,133768.0399
2014-07-05,49954,110447,32408672.76,127079.6379
2014-07-06,52139,163144,28064142,124571.4872
2014-07-07,64686,159811,62174232.09,116210.9847
2014-07-08,70117,184360,46589854.73,135440.1404
2014-07-09,68518,157335,59815184.42,132931.9897
2014-07-10,64605,147432,62297355.64,128751.7384
2014-07-11,59077,145271,44232367.35,125407.5374
2014-07-12,53454,134802,37475896.17,137948.2912
2014-07-13,52417,168917,46536648.61,132716.1207
2014-07-14,62761,138366,45714175.14,124959.9838
2014-07-15,72316,154269,50431564.66,118927.4328
2014-07-16,65571,144076,70244051.51,142195.8436
2014-07-17,66233,147920,49305037.95,147366.6015
2014-07-18,64062,141523,57037211.7,137025.0856
2014-07-19,59553,131462,57422018.93,148228.3945
2014-07-20,52001,170737,27759630.22,146504.8085
2014-07-21,64190,135234,81450691.23,128407.1557
2014-07-22,66858,141538,55386365.93,123236.3978
2014-07-23,66883,151146,49345606.1,125821.7767
2014-07-24,66276,149324,74748503.52,128407.1557
2014-07-25,61498,152439,46219939.84,135301.4996
2014-07-26,56333,119755,32689225.09,130395.0986
2014-07-27,51991,162972,36242558.52,149954.3634
